# TITLE: full pass FINAL4
# cols: id|assert|expect|fields|src1|dst1|note|src2|src2_const|child_action|child_field|child_value
111008|value_any|||HAND||集合中的随机元素（来源同上 → 记录观测）
111024|value_any|||HAND||获取第一个元素（来源同上 → 记录观测）
111025|value_any|||HAND||获取最后一个元素（来源同上 → 记录观测）
112010|value_any|||CONST_BOOL||按条件选值：Object 通道返回空（需条件/取值上下文）→ 记录观测
201005|value_notnull|||||从定义池选一张（不需交互）
201017|value_notnull|||||从定义池选一张（带玩家口，不需交互）
201004|value_any|||HAND||选卡：卡牌版需交互选择 → 记录观测
201016|value_any|||HAND||选卡：卡牌版需交互选择 → 记录观测
106001|value_any|||||该增益：仅增益图上下文有值 → 记录观测
106004|value_any|||||增益属性：需 Buff 来源（Buff 值通道）→ 记录观测
106005|value_any|||||单个增益定义：需 Buff 来源（增益图上下文）→ 记录观测
106006|value_any|||SELF_CARD||F11 待查：卡上所有增益读 `Card.buffs` 为空（206001 施加后 HasBuff=true）→ 记录观测
107009|value_any|||EV_CARD||效果所属定义：需 Effect 来源 → 记录观测
108003|value_any|||||转换事件类型：需 Run 内事件上下文 → 记录观测
108005|value_any|||||本局游戏事件：本夹具事件表为空 → 记录观测
108006|value_any|||||本回合事件：本夹具事件表为空 → 记录观测
108007|value_any|||||前X-Y回合事件：需回合区间上下文 → 记录观测
108012|value_any|||||父事件：需 Run 内事件上下文 → 记录观测
108013|value_any|||||子事件：需 Run 内事件上下文 → 记录观测
108014|value_any|||||事件链：需 Run 内事件上下文 → 记录观测
108015|value_any|||||事件发生时引发的事件：需 Run 内上下文 → 记录观测
108016|value_any|||||事件发生后引发的事件：需 Run 内上下文 → 记录观测
